Article DOI,journal,year,publisher
10.1021/jm0309957,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2004.06.012,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/cc0301014,Journal of Combinatorial Chemistry,2003.0,American Chemical Society (ACS)
10.1021/jm050224y,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm050943c,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm040063i,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/s0960-894x(00)00721-6,Bioorganic &amp; Medicinal Chemistry Letters,2001.0,Elsevier BV
10.1016/s1074-5521(00)00025-9,Chemistry &amp; Biology,2000.0,Elsevier BV
10.1016/s0960-894x(03)00134-3,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00135-5,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00645-0,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00646-2,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00630-9,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1073/pnas.0502733102,Proceedings of the National Academy of Sciences,2005.0,Proceedings of the National Academy of Sciences
10.1021/jm050892j,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.10.088,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.12.038,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.11.011,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2006.01.057,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/s0960-894x(02)00169-5,Bioorganic &amp; Medicinal Chemistry Letters,2002.0,Elsevier BV
10.1016/j.bmcl.2004.05.064,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm0492397,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2004.02.036,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm020050+,Journal of Medicinal Chemistry,2002.0,American Chemical Society (ACS)
10.1021/jm0204035,Journal of Medicinal Chemistry,2003.0,American Chemical Society (ACS)
10.1016/s0960-894x(01)00404-8,Bioorganic &amp; Medicinal Chemistry Letters,2001.0,Elsevier BV
10.1016/s0960-894x(01)00405-x,Bioorganic &amp; Medicinal Chemistry Letters,2001.0,Elsevier BV
10.1016/s0960-894x(02)00196-8,Bioorganic &amp; Medicinal Chemistry Letters,2002.0,Elsevier BV
10.1021/jm050458h,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm049600p,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm060055x,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0503704,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1080/14756360310001640913,Journal of Enzyme Inhibition and Medicinal Chemistry,2004.0,Informa UK Limited
10.1021/jm049510k,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2004.07.005,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm990971t,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1021/jm050746d,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm0503289,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm010308g,Journal of Medicinal Chemistry,2002.0,American Chemical Society (ACS)
10.1016/j.bmc.2005.09.029,Bioorganic &amp; Medicinal Chemistry,2005.0,Elsevier BV
10.1016/s0968-0896(99)00306-5,Bioorganic &amp; Medicinal Chemistry,2000.0,Elsevier BV
10.1016/j.bmcl.2005.08.072,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2004.06.092,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/j.bmcl.2003.08.049,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00474-8,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00475-x,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/s0960-894x(03)00680-2,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/j.bmcl.2005.05.101,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2004.10.029,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2004.08.038,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/j.bmcl.2004.08.039,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/s0960-894x(00)00163-3,Bioorganic &amp; Medicinal Chemistry Letters,2000.0,Elsevier BV
10.1016/s0960-894x(02)00733-3,Bioorganic &amp; Medicinal Chemistry Letters,2002.0,Elsevier BV
10.1016/s0960-894x(02)00300-1,Bioorganic &amp; Medicinal Chemistry Letters,2002.0,Elsevier BV
10.1021/jm050019i,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/s0960-894x(98)00098-5,Bioorganic &amp; Medicinal Chemistry Letters,1998.0,Elsevier BV
10.1016/j.bmcl.2006.01.011,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm00068a006,Journal of Medicinal Chemistry,1993.0,American Chemical Society (ACS)
10.1021/jm00128a024,Journal of Medicinal Chemistry,1989.0,American Chemical Society (ACS)
10.1021/jm00169a008,Journal of Medicinal Chemistry,1990.0,American Chemical Society (ACS)
10.1021/jm990224w,Journal of Medicinal Chemistry,1999.0,American Chemical Society (ACS)
10.1021/jm0306024,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm049535j,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.10.058,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.12.090,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/s0960-894x(03)00677-2,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1021/jm950576c,Journal of Medicinal Chemistry,1996.0,American Chemical Society (ACS)
10.1021/jm960092w,Journal of Medicinal Chemistry,1996.0,American Chemical Society (ACS)
10.1021/jm060077j,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm050520a,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.06.091,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2004.09.058,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/j.bmcl.2005.12.046,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2003.09.058,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/j.bmcl.2004.05.049,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/j.bmcl.2004.12.068,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmc.2005.03.050,Bioorganic &amp; Medicinal Chemistry,2005.0,Elsevier BV
10.1016/j.bmc.2005.07.038,Bioorganic &amp; Medicinal Chemistry,2005.0,Elsevier BV
10.1021/jm058042r,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.09.059,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.07.009,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2005.12.013,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm950720u,Journal of Medicinal Chemistry,1996.0,American Chemical Society (ACS)
10.1021/jm960047o,Journal of Medicinal Chemistry,1996.0,American Chemical Society (ACS)
10.1021/jm010282t,Journal of Medicinal Chemistry,2001.0,American Chemical Society (ACS)
10.1021/jm0508282,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm034033b,Journal of Medicinal Chemistry,2003.0,American Chemical Society (ACS)
10.1021/jm991180u,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1021/jm950539l,Journal of Medicinal Chemistry,1996.0,American Chemical Society (ACS)
10.1016/s0968-0896(03)00036-1,Bioorganic &amp; Medicinal Chemistry,2003.0,Elsevier BV
10.1016/j.bmcl.2003.12.009,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/s0960-894x(03)00488-8,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1016/j.bmcl.2006.04.011,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2003.08.024,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1021/jm0493212,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2003.11.049,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm049279a,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm050896o,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0100537,Journal of Medicinal Chemistry,2001.0,American Chemical Society (ACS)
10.1021/jm0506625,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm048987t,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.02.027,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1021/ja0466154,Journal of the American Chemical Society,2004.0,American Chemical Society (ACS)
10.1016/s0968-0896(98)00133-3,Bioorganic &amp; Medicinal Chemistry,1998.0,Elsevier BV
10.1021/ja021111w,Journal of the American Chemical Society,2002.0,American Chemical Society (ACS)
10.1016/s0968-0896(99)00178-9,Bioorganic &amp; Medicinal Chemistry,1999.0,Elsevier BV
10.1074/jbc.271.39.23646,Journal of Biological Chemistry,1996.0,Elsevier BV
10.1016/s0968-0896(98)00213-2,Bioorganic &amp; Medicinal Chemistry,1999.0,Elsevier BV
10.1021/jm010826r,Journal of Medicinal Chemistry,2001.0,American Chemical Society (ACS)
10.1021/jm049112h,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/s0960-894x(01)00294-3,Bioorganic &amp; Medicinal Chemistry Letters,2001.0,Elsevier BV
10.1016/j.bmcl.2005.05.116,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/s0960-894x(03)00390-1,Bioorganic &amp; Medicinal Chemistry Letters,2003.0,Elsevier BV
10.1021/jm0496741,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm060257t,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm050578p,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/bi020016x,Biochemistry,2002.0,American Chemical Society (ACS)
10.1021/bi020151+,Biochemistry,2002.0,American Chemical Society (ACS)
10.1021/jm990506w,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.03.060,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm0305523,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2003.10.064,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm9800494,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm049515h,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm010914b,Journal of Medicinal Chemistry,2001.0,American Chemical Society (ACS)
10.1021/jm020120c,Journal of Medicinal Chemistry,2002.0,American Chemical Society (ACS)
10.1016/j.bmcl.2004.01.050,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1016/j.chembiol.2005.07.009,Chemistry &amp; Biology,2005.0,Elsevier BV
10.1016/j.chembiol.2004.10.013,Chemistry &amp; Biology,2005.0,Elsevier BV
10.1021/jm0512600,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0009437,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1074/jbc.M500805200,Journal of Biological Chemistry,2005.0,Elsevier BV
10.1021/jm9810046,Journal of Medicinal Chemistry,1998.0,American Chemical Society (ACS)
10.1021/jm0496178,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm0340602,Journal of Medicinal Chemistry,2003.0,American Chemical Society (ACS)
10.1021/jm049782n,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm010491d,Journal of Medicinal Chemistry,2002.0,American Chemical Society (ACS)
10.1021/jm010080x,Journal of Medicinal Chemistry,2001.0,American Chemical Society (ACS)
10.1021/jm0506266,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm0310885,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm040903t,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1074/jbc.M500949200,Journal of Biological Chemistry,2005.0,Elsevier BV
10.1021/jm050483n,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm0600287,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm060531j,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm051283e,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.09.037,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm060015t,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0493156,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.11.052,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.04.028,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1021/jm0603926,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm050184y,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmc.2005.05.065,Bioorganic &amp; Medicinal Chemistry,2005.0,Elsevier BV
10.1021/jm050852f,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm060207o,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1074/jbc.M209367200,Journal of Biological Chemistry,2003.0,Elsevier BV
10.1042/BJ20030674,Biochemical Journal,2003.0,Portland Press Ltd.
10.1021/jm000027t,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1016/s0968-0896(00)00026-2,Bioorganic &amp; Medicinal Chemistry,2000.0,Elsevier BV
10.1016/j.bmcl.2004.12.073,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2005.11.048,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm001043t,Journal of Medicinal Chemistry,2000.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.03.055,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1021/jm050261p,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/jm049833g,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.11.103,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2004.01.019,Bioorganic &amp; Medicinal Chemistry Letters,2004.0,Elsevier BV
10.1021/jm021123s,Journal of Medicinal Chemistry,2003.0,American Chemical Society (ACS)
10.1021/jm050333c,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1021/bi060184f,Biochemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.07.061,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm060293s,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0507781,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/s0968-0896(99)00316-8,Bioorganic &amp; Medicinal Chemistry,2000.0,Elsevier BV
10.1021/jm049701n,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm0310479,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/S0960-894X(02)00564-4,Bioorganic &amp; Medicinal Chemistry Letters,2002.0,Elsevier BV
10.1021/jm0500875,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.11.098,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2005.06.043,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1002/pro.5560071201,Protein Science,1998.0,Wiley
10.1016/j.bmcl.2005.03.012,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1021/jm0605132,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.07.005,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/ja011034p,Journal of the American Chemical Society,2001.0,American Chemical Society (ACS)
10.1021/jm0605740,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm058208o,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/s0968-0896(01)00250-4,Bioorganic &amp; Medicinal Chemistry,2002.0,Elsevier BV
10.1016/s0960-894x(01)00573-x,Bioorganic &amp; Medicinal Chemistry Letters,2001.0,Elsevier BV
10.1021/jm050787+,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm040071z,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm060216x,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.10.071,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2006.03.051,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm049076m,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.08.118,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm0494826,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.03.037,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1016/j.bmcl.2004.11.023,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1016/j.bmcl.2005.03.008,Bioorganic &amp; Medicinal Chemistry Letters,2005.0,Elsevier BV
10.1046/j.1432-1033.2003.03533.x,European Journal of Biochemistry,2003.0,Wiley
10.1021/jm060434q,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm060325b,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.08.107,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/jm060519r,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1021/jm0490540,Journal of Medicinal Chemistry,2005.0,American Chemical Society (ACS)
10.1016/j.bmcl.2005.11.053,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
10.1021/ja057257n,Journal of the American Chemical Society,2006.0,American Chemical Society (ACS)
10.1021/jm0495982,Journal of Medicinal Chemistry,2004.0,American Chemical Society (ACS)
10.1021/jm050820s,Journal of Medicinal Chemistry,2006.0,American Chemical Society (ACS)
10.1016/j.bmcl.2006.09.001,Bioorganic &amp; Medicinal Chemistry Letters,2006.0,Elsevier BV
